类型,名称,路径,大小,完整路径,类数量
class,TextKey,Widget/Manager/Language.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/Manager/Language.swift,
class,JXMediaPreSelectVC,Classes/Services/MediaPicker/Source/Controller/Preview/JXMediaPreSelectVC.swift,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/MediaPicker/Source/Controller/Preview/JXMediaPreSelectVC.swift,
class,CvVideoCamera,LocalPods/AEDetector/YTopencv2/opencv2.framework/Versions/A/Headers/highgui/cap_ios.h,0,/Users/wuzhaogang/JOOX_iOS/LocalPods/AEDetector/YTopencv2/opencv2.framework/Versions/A/Headers/highgui/cap_ios.h,
class,RecentlyPlayedWidgetEntryView,Widget/Widget/RecentlyPlayedWidget.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/Widget/RecentlyPlayedWidget.swift,
class,JXVipCenterHippyViewController,Classes/Businesses/UserCenter/VIPCenter/UI/JXVipCenterHippyViewController.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/VIPCenter/UI/JXVipCenterHippyViewController.h,
class,DiscoverKTopDuetSectionCollectionViewCell,Classes/Businesses/Discover/DiscoverUI/KRankSectionCell/DiscoverKTopDuetSectionCollectionViewCell.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Discover/DiscoverUI/KRankSectionCell/DiscoverKTopDuetSectionCollectionViewCell.h,
class,DailyMusicRequest,Widget/Request/DailyMusicRequest.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/Request/DailyMusicRequest.swift,
class,SKStoreProductViewController,Classes/Services/JXCrashProtection/SKStoreProductViewController+Crash.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/JXCrashProtection/SKStoreProductViewController+Crash.m,
class,WEMediaItem,Classes/Services/MediaPicker/Source/Model/WEMediaItem.swift,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/MediaPicker/Source/Model/WEMediaItem.swift,
class,FavouritesWidget_Previews,Widget/Widget/FavouritesWidget.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/Widget/FavouritesWidget.swift,
class,JXPlayerSecFeaturedCell,Classes/Businesses/Music/Player/UI/PlayerSecondaryScreen/Cells/JXPlayerSecFeaturedCell.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Player/UI/PlayerSecondaryScreen/Cells/JXPlayerSecFeaturedCell.m,
class,MSDKDns,Library/MSDKDns/MSDKDns_C11.framework/Headers/MSDKDns.h,0,/Users/wuzhaogang/JOOX_iOS/Library/MSDKDns/MSDKDns_C11.framework/Headers/MSDKDns.h,
class,JXPlayerRecomendKSongItem,Classes/Businesses/Music/Player/Logic/JXPlayerRecomendKSongItem.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Player/Logic/JXPlayerRecomendKSongItem.h,
class,StatKSingSongsPageOperationsBuilder,Classes/CommonBusinesses/Report/Bussiness/StatKSingSongsPageOperationsBuilder.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Report/Bussiness/StatKSingSongsPageOperationsBuilder.h,
class,JXBeautifyViewHelper,Classes/Businesses/KSong/KSong/UI/Component/View/VideoKSong/JXBeautifyViewHelper.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/UI/Component/View/VideoKSong/JXBeautifyViewHelper.h,
class,MediumWidgetView_4_2_Previews,Widget/View/MediumWidgetView_4_2.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/View/MediumWidgetView_4_2.swift,
class,LyricProtocol,Classes/Services/Request/Business/Lyric/LyricProtocol.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/Request/Business/Lyric/LyricProtocol.h,
class,StatTaskGetVIPBuilder,Classes/CommonBusinesses/Report/Bussiness/StatTaskGetVIPBuilder.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Report/Bussiness/StatTaskGetVIPBuilder.m,
class,PADGiftBoxView,LocalPods/PADShakeCard/PADShakeCard/Classes/PADShakeCard/GiftBox/PADGiftBoxView.m,0,/Users/wuzhaogang/JOOX_iOS/LocalPods/PADShakeCard/PADShakeCard/Classes/PADShakeCard/GiftBox/PADGiftBoxView.m,
class,JPTrackInfo,Classes/CommonBusinesses/Player/VideoPlayer/JOOXPlayerDefine.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Player/VideoPlayer/JOOXPlayerDefine.h,
class,ViewJumpDataFromTask,Classes/CommonBusinesses/ViewJumpLogic/ViewJumpDataFromTask.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/ViewJumpLogic/ViewJumpDataFromTask.m,
class,JXDemoAlbumListViewController,Classes/Services/MediaPicker/Demo/JXDemoAlbumListViewController.swift,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/MediaPicker/Demo/JXDemoAlbumListViewController.swift,
class,PADPassThroughView,LocalPods/PADShakeCard/PADShakeCard/Classes/Utils/PADPassThroughView.m,0,/Users/wuzhaogang/JOOX_iOS/LocalPods/PADShakeCard/PADShakeCard/Classes/Utils/PADPassThroughView.m,
class,JXMeTablePointsCardCell,Classes/Businesses/UserCenter/Me/UI/CardCollectionViewCell/JXMeTableCardCell.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Me/UI/CardCollectionViewCell/JXMeTableCardCell.m,
class,WEMediaCell,Classes/Services/MediaPicker/Source/View/Cell/WEMediaCell.swift,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/MediaPicker/Source/View/Cell/WEMediaCell.swift,
class,AGDaily30MusicNewCollectionViewCell,Classes/Businesses/Discover/DiscoverUI/AggregateCell/AGDaily30MusicNewCollectionViewCell.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Discover/DiscoverUI/AggregateCell/AGDaily30MusicNewCollectionViewCell.h,
class,PChatUserTableViewCell,Classes/Businesses/UserCenter/PrivateChatMsg/UI/PrivateChatCell/PChatUserTableViewCell.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/PrivateChatMsg/UI/PrivateChatCell/PChatUserTableViewCell.h,
class,JXKSongABLyricVC,Classes/Businesses/KSong/KSong/UI/ViewController/kSongFullScreen/JXKSongABLyricVC.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/UI/ViewController/kSongFullScreen/JXKSongABLyricVC.h,
class,JXUserConfigNewUserItem,Classes/Businesses/UserCenter/Settings/UI/DebugPanel/DebugTools/UserTool/ConfigChannel/UserConfig/JXUserConfigNewUserItem.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Settings/UI/DebugPanel/DebugTools/UserTool/ConfigChannel/UserConfig/JXUserConfigNewUserItem.m,
class,IBGQAPlayerView,WeMusicTests/UnitTestForClass/View/IBGQAPlayerView.m,0,/Users/wuzhaogang/JOOX_iOS/WeMusicTests/UnitTestForClass/View/IBGQAPlayerView.m,
class,ChannelType,Widget/Model/ChannelModel.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/Model/ChannelModel.swift,
